,acronym,atlas_id,color_hex_triplet,depth,failed,failed_facet,graph_id,graph_order,hemisphere_id,id,name,neuro_name_structure_id,neuro_name_structure_id_path,ontology_id,parent_structure_id,safe_name,sphinx_id,st_level,structure_id_path,structure_name_facet,weight
33,m2AD,,00D100,6,False,734881840,17,1248,3,16755,dorsal part of m2A,,,12,16754,dorsal part of m2A,11148,6,/15564/15565/16649/16751/16752/16754/16755/,4141996333,8390
34,PHyB-D,,B25B46,7,False,734881840,17,713,3,16248,dorsal part of PHyB,,,12,16247,dorsal part of PHyB,10613,6,/15564/15565/15566/15567/15738/16211/16247/16248/,1128334236,8390
35,PO,,A84D10,7,False,734881840,17,13,3,15577,preoptic area,,,12,15576,preoptic area,9913,6,/15564/15565/15566/15567/15568/15569/15576/15577/,58238439,8390
36,PcP,,FFE524,7,False,734881840,17,995,3,16520,precommissural pretectal domain,,,12,16519,precommissural pretectal domain,10895,6,/15564/15565/15566/16308/16509/16510/16519/16520/,1740939213,8390
37,Pall,,D61837,7,False,734881840,17,348,3,15903,pallium,,,12,15750,pallium,10248,6,/15564/15565/15566/15567/15738/15739/15750/15903/,3117638052,8390
38,p3APV,,FFF4A4,7,False,734881840,17,799,3,16332,posteroventral part of alar p3,,,12,16313,posteroventral part of alar p3,10699,6,/15564/15565/15566/16308/16309/16310/16313/16332/,1271714435,8390
39,p3Ch,,FFF7BD,7,False,734881840,17,777,3,16312,choroidal tissue of p3,,,12,16311,choroidal tissue of p3,10677,6,/15564/15565/15566/16308/16309/16310/16311/16312/,2233754223,8390
40,THyB-M,,86522E,7,False,734881840,17,160,3,15722,mammillary part of THyB,,,12,15666,mammillary part of THyB,10060,6,/15564/15565/15566/15567/15568/15622/15666/15722/,2721526107,8390
41,SPall,,F37321,7,False,734881840,17,189,3,15751,subpallium,,,12,15750,subpallium,10089,6,/15564/15565/15566/15567/15738/15739/15750/15751/,4071737707,8390
42,p1AVL,,FFE524,7,False,734881840,17,1093,3,16612,ventrolateral part of alar p1,,,12,16519,ventrolateral part of alar p1,10993,6,/15564/15565/15566/16308/16509/16510/16519/16612/,3250130395,8390
43,p2AD,,FFED64,7,False,734881840,17,854,3,16383,dorsal part of alar p2,,,12,16382,dorsal part of alar p2,10754,6,/15564/15565/15566/16308/16375/16376/16382/16383/,3431537074,8390
44,TSPaA,,A8663A,7,False,734881840,17,91,3,15653,terminal subparaventricular area of THyA,,,12,15623,terminal subparaventricular area of THyA,9991,6,/15564/15565/15566/15567/15568/15622/15623/15653/,2059049693,8390
45,Pi,,FEF3A8,7,False,734881840,17,851,3,16380,pineal gland (epiphysis) and stalk,,,12,16377,pineal gland (epiphysis) and stalk,10751,6,/15564/15565/15566/16308/16375/16376/16377/16380/,3423575291,8390
46,m1AVL,,17B317,6,False,734881840,17,1203,3,16716,ventrolateral part of alar m1,,,12,16658,ventrolateral part of alar m1,11103,6,/15564/15565/16649/16650/16651/16658/16716/,1054171591,8390
47,JcP,,FFE524,7,False,734881840,17,1025,3,16548,juxtacommissural pretectal domain,,,12,16519,juxtacommissural pretectal domain,10925,6,/15564/15565/15566/16308/16509/16510/16519/16548/,3075855318,8390
48,p2AAV,,FFED64,7,False,734881840,17,939,3,16466,anteroventral part of alar thalamus,,,12,16382,anteroventral part of alar thalamus,10839,6,/15564/15565/15566/16308/16375/16376/16382/16466/,980668456,8390
49,p2Ch,,FFF189,7,False,734881840,17,847,3,16378,choroidal tissue of p2,,,12,16377,choroidal tissue of p2,10747,6,/15564/15565/15566/16308/16375/16376/16377/16378/,4062401273,8390
