,acronym,atlas_id,color_hex_triplet,depth,failed,failed_facet,graph_id,graph_order,hemisphere_id,id,name,neuro_name_structure_id,neuro_name_structure_id_path,ontology_id,parent_structure_id,safe_name,sphinx_id,st_level,structure_id_path,structure_name_facet,weight
27,VPrP,,DA4335,9,False,734881840,17,375,3,15928,ventropallial prepiriform area,,,12,15904,ventropallial prepiriform area,10275,8,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/,2924278156,8390
28,AOD,,E76E3E,9,False,734881840,17,416,3,15969,"anterior olfactory area, dorsal part",,,12,15956,anterior olfactory area dorsal part,10316,8,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15969/,3890477955,8390
29,Fc,,FF4865,9,False,734881840,17,655,3,112892265,fasciola cinerea,,,12,16114,fasciola cinerea,10555,8,/15564/15565/15566/15567/15738/15739/15750/15903/16114/112892265/,2649654014,8390
30,CCx,,F2193C,9,False,734881840,17,524,3,16072,cingulate cortex,,,12,16001,cingulate cortex,10424,8,/15564/15565/15566/15567/15738/15739/15750/15903/16001/16072/,2681990611,8390
31,RSCom,,C86A39,7,False,734881840,17,7,3,15571,rostral septocommissural area,,,12,15570,rostral septocommissural area,9907,8,/15564/15565/15566/15567/15568/15569/15570/15571/,1188969416,8390
32,PO2,,A84D10,8,False,734881840,17,37,3,15599,second (ventral) preoptic domain,,,12,15577,second (ventral) preoptic domain,9937,8,/15564/15565/15566/15567/15568/15569/15576/15577/15599/,3519569822,8390
33,Dg,,E58724,9,False,734881840,17,264,3,15819,diagonal domain,,,12,15818,diagonal domain,10164,8,/15564/15565/15566/15567/15738/15739/15750/15751/15818/15819/,2872911176,8390
34,Pal,,E58724,9,False,734881840,17,279,3,15834,pallidum (globus pallidus complex),,,12,15818,pallidum (globus pallidus complex),10179,8,/15564/15565/15566/15567/15738/15739/15750/15751/15818/15834/,2737421293,8390
35,PO1,,A84D10,8,False,734881840,17,25,3,15587,first (dorsal) preoptic domain,,,12,15577,first (dorsal) preoptic domain,9925,8,/15564/15565/15566/15567/15568/15569/15576/15577/15587/,3794708094,8390
36,TTe,,FF4865,9,False,734881840,17,610,3,16154,taenia tecta,,,12,16114,taenia tecta,10510,8,/15564/15565/15566/15567/15738/15739/15750/15903/16114/16154/,2964881554,8390
37,PalSe,,FAA41A,9,False,734881840,17,205,3,15765,pallidal septum,,,12,15752,pallidal septum,10105,8,/15564/15565/15566/15567/15738/15739/15750/15751/15752/15765/,214996756,8390
38,OCx,,F2193C,9,False,734881840,17,482,3,16030,occipital cortex,,,12,16001,occipital cortex,10382,8,/15564/15565/15566/15567/15738/15739/15750/15903/16001/16030/,3280056845,8390
39,LAP,,E76E3E,9,False,734881840,17,436,3,15989,lateropallial amygdalopiriform area,,,12,15956,lateropallial amygdalopiriform area,10336,8,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15989/,1183965654,8390
40,StrSe,,FAA41A,9,False,734881840,17,214,3,15774,striatal septum,,,12,15752,striatal septum,10114,8,/15564/15565/15566/15567/15738/15739/15750/15751/15752/15774/,3029537467,8390
41,PCx,,F2193C,9,False,734881840,17,468,3,16016,parietal cortex,,,12,16001,parietal cortex,10368,8,/15564/15565/15566/15567/15738/15739/15750/15903/16001/16016/,861306186,8390
42,ADg,,E6A723,9,False,734881840,17,331,3,15886,diagonal amygdala,,,12,15867,diagonal amygdala,10231,8,/15564/15565/15566/15567/15738/15739/15750/15751/15867/15886/,4040091757,8390
43,TCx,,F2193C,9,False,734881840,17,496,3,16044,temporal cortex,,,12,16001,temporal cortex,10396,8,/15564/15565/15566/15567/15738/15739/15750/15903/16001/16044/,1307646835,8390
