,acronym,atlas_id,color_hex_triplet,depth,failed,failed_facet,graph_id,graph_order,hemisphere_id,id,name,neuro_name_structure_id,neuro_name_structure_id_path,ontology_id,parent_structure_id,safe_name,sphinx_id,st_level,structure_id_path,structure_name_facet,weight
139,v_r3R,,B378FF,5,False,734881840,17,2641,3,126651858,"ventricles, r3 roof plate",,,12,126651854,ventricles r3 roof plate,12541,5,/15564/126651558/126651782/126651850/126651854/126651858/,1186775479,8390
140,v_PHyB,,B25B46,6,False,734881840,17,2583,3,126651626,"ventricles, basal peduncular hypothalamus",,,12,126651618,ventricles basal peduncular hypothalamus,12483,5,/15564/126651558/126651562/126651566/126651602/126651618/126651626/,1763824800,8390
141,v_r9R,,AAE7D7,5,False,734881840,17,2673,3,126651986,"ventricles, r9 roof plate",,,12,126651982,ventricles r9 roof plate,12573,5,/15564/126651558/126651782/126651938/126651982/126651986/,2894801366,8390
142,r2F,,A75AB3,5,False,734881840,17,1649,3,17091,r2 floor plate,,,12,17023,r2 floor plate,11549,5,/15564/15565/16808/16809/17023/17091/,2548182310,8390
143,r5A,,37A7FF,5,False,734881840,17,1828,3,17223,r5 alar plate,,,12,17221,r5 alar plate,11728,5,/15564/15565/16808/17220/17221/17223/,2350782503,8390
144,r5R,,70C0FF,5,False,734881840,17,1827,3,17222,r5 roof plate,,,12,17221,r5 roof plate,11727,5,/15564/15565/16808/17220/17221/17222/,4279350502,8390
145,v_TelA,,ED985C,6,False,734881840,17,2580,3,126651614,"ventricles, alar plate of evaginated telencephalic vesicle",,,12,126651606,ventricles alar plate of evaginated telencephalic vesicle,12480,5,/15564/126651558/126651562/126651566/126651602/126651606/126651614/,2648702110,8390
146,v_r2B,,CA6DD9,5,False,734881840,17,2637,3,126651842,"ventricles, r2 basal plate",,,12,126651830,ventricles r2 basal plate,12537,5,/15564/126651558/126651782/126651786/126651830/126651842/,107643418,8390
147,v_r7F,,0D9882,5,False,734881840,17,2666,3,126651958,"ventricles, r7 floor plate",,,12,126651942,ventricles r7 floor plate,12566,5,/15564/126651558/126651782/126651938/126651942/126651958/,922586623,8390
148,r8B,,3FAE99,5,False,734881840,17,2118,3,17437,r8 basal plate,,,12,17416,r8 basal plate,12018,5,/15564/15565/16808/17352/17416/17437/,2147874806,8390
149,v_r6A,,5DB8FF,5,False,734881840,17,2658,3,126651926,"ventricles, r6 alar plate",,,12,126651918,ventricles r6 alar plate,12558,5,/15564/126651558/126651782/126651894/126651918/126651926/,2903513702,8390
150,r10A,,91D9BF,5,False,734881840,17,2247,3,17540,r10 alar plate,,,12,17538,r10 alar plate,12147,5,/15564/15565/16808/17352/17538/17540/,3241466623,8390
151,v_THyF,,6D4226,6,False,734881840,17,2576,3,126651598,"ventricles, floor of terminal hypothalamus",,,12,126651586,ventricles floor of terminal hypothalamus,12476,5,/15564/126651558/126651562/126651566/126651570/126651586/126651598/,1731355121,8390
152,TelA,,ED985C,6,False,734881840,17,188,3,15750,alar plate of evaginated telencephalic vesicle,,,12,15739,alar plate of evaginated telencephalic vesicle,10088,5,/15564/15565/15566/15567/15738/15739/15750/,4047155909,8390
153,m1F,,378A37,5,False,734881840,17,1231,3,16742,floor plate of m1,,,12,16725,floor plate of m1,11131,5,/15564/15565/16649/16650/16725/16742/,3104645605,8390
154,r1F,,A741B3,5,False,734881840,17,1555,3,17022,r1 floor plate,,,12,16915,r1 floor plate,11455,5,/15564/15565/16808/16809/16915/17022/,707281384,8390
155,PHyF,,AB6553,6,False,734881840,17,771,3,16306,floor of peduncular hypothalamus,,,12,16211,floor of peduncular hypothalamus,10671,5,/15564/15565/15566/15567/15738/16211/16306/,3628997520,8390
156,v_r7R,,6EE8D4,5,False,734881840,17,2663,3,126651946,"ventricles, r7 roof plate",,,12,126651942,ventricles r7 roof plate,12563,5,/15564/126651558/126651782/126651938/126651942/126651946/,1169881800,8390
157,v_r6B,,4A93CC,5,False,734881840,17,2659,3,126651930,"ventricles, r6 basal plate",,,12,126651918,ventricles r6 basal plate,12559,5,/15564/126651558/126651782/126651894/126651918/126651930/,3335776396,8390
158,m1A,,17B317,5,False,734881840,17,1144,3,16658,alar plate of m1,,,12,16651,alar plate of m1,11044,5,/15564/15565/16649/16650/16651/16658/,2602829483,8390
159,v_m1B,,128F12,5,False,734881840,17,2613,3,126651746,"ventricles, basal plate of m1",,,12,126651742,ventricles basal plate of m1,12513,5,/15564/126651558/126651722/126651726/126651742/126651746/,2628579110,8390
160,r2B,,CA6DD9,5,False,734881840,17,1607,3,17053,r2 basal plate,,,12,17023,r2 basal plate,11507,5,/15564/15565/16808/16809/17023/17053/,3126497744,8390
161,v_r2A,,EE80FF,5,False,734881840,17,2636,3,126651838,"ventricles, r2 alar plate",,,12,126651830,ventricles r2 alar plate,12536,5,/15564/126651558/126651782/126651786/126651830/126651838/,2920685849,8390
162,TelR,,FAB17C,6,False,734881840,17,178,3,15740,roof plate of evaginated telencephalic vesicle,,,12,15739,roof plate of evaginated telencephalic vesicle,10078,5,/15564/15565/15566/15567/15738/15739/15740/,3289461591,8390
163,v_SpB,,D4CCC0,3,False,734881840,17,2690,3,126652054,"ventricles, SpC basal plate (anterior horn)",,,12,126652042,ventricles SpC basal plate (anterior horn),12590,5,/15564/126651558/126652042/126652054/,834320308,8390
