,acronym,atlas_id,color_hex_triplet,depth,failed,failed_facet,graph_id,graph_order,hemisphere_id,id,name,neuro_name_structure_id,neuro_name_structure_id_path,ontology_id,parent_structure_id,safe_name,sphinx_id,st_level,structure_id_path,structure_name_facet,weight
46,r9A,,75D9BF,5,FALSE,734881840,17,2166,3,17478,r9 alar plate,,,12,17476,r9 alar plate,12066,5,/15564/15565/16808/17352/17476/17478/,2299811238,8390
48,r9R,,AAE7D7,5,FALSE,734881840,17,2165,3,17477,r9 roof plate,,,12,17476,r9 roof plate,12065,5,/15564/15565/16808/17352/17476/17477/,4196137319,8390
49,r10R,,ABE2CE,5,FALSE,734881840,17,2246,3,17539,r10 roof plate,,,12,17538,r10 roof plate,12146,5,/15564/15565/16808/17352/17538/17539/,2990241342,8390
52,POA,,A84D10,6,FALSE,734881840,17,12,3,15576,preoptic alar plate,,,12,15569,preoptic alar plate,9912,5,/15564/15565/15566/15567/15568/15569/15576/,2833750127,8390
54,p3R,,FFF9C7,6,FALSE,734881840,17,776,3,16311,roof plate of p3,,,12,16310,roof plate of p3,10676,5,/15564/15565/15566/16308/16309/16310/16311/,3958469186,8390
56,r6A,,5DB8FF,5,FALSE,734881840,17,1919,3,17292,r6 alar plate,,,12,17290,r6 alar plate,11819,5,/15564/15565/16808/17220/17290/17292/,4219521751,8390
58,r4A,,9E63FF,5,FALSE,734881840,17,1743,3,17158,r4 alar plate,,,12,17156,r4 alar plate,11643,5,/15564/15565/16808/17092/17156/17158/,398152776,8390
59,isB,,BB2CCC,5,FALSE,734881840,17,1386,3,16876,isthmic basal plate,,,12,16810,isthmic basal plate,11286,5,/15564/15565/16808/16809/16810/16876/,964708957,8390
61,m2R,,93EC93,5,FALSE,734881840,17,1241,3,16753,m2 roof,,,12,16752,m2 roof,11141,5,/15564/15565/16649/16751/16752/16753/,997666038,8390
63,p1F,,B3A019,6,FALSE,734881840,17,1124,3,16641,floor plate of p1,,,12,16623,floor plate of p1,11024,5,/15564/15565/15566/16308/16509/16623/16641/,1180782073,8390
64,m2A,,00D100,5,FALSE,734881840,17,1247,3,16754,m2 alar plate,,,12,16752,m2 alar plate,11147,5,/15564/15565/16649/16751/16752/16754/,1810989639,8390
65,r9B,,5EAE99,5,FALSE,734881840,17,2200,3,17500,r9 basal plate,,,12,17476,r9 basal plate,12100,5,/15564/15565/16808/17352/17476/17500/,1569926771,8390
66,r7R,,6EE8D4,5,FALSE,734881840,17,2002,3,17354,r7 roof plate,,,12,17353,r7 roof plate,11902,5,/15564/15565/16808/17352/17353/17354/,321530489,8390
67,isF,,A427B3,5,FALSE,734881840,17,1423,3,16911,isthmic floor plate,,,12,16810,isthmic floor plate,11323,5,/15564/15565/16808/16809/16810/16911/,339277483,8390
73,r8R,,81E4D1,5,FALSE,734881840,17,2086,3,17417,r8 roof plate,,,12,17416,r8 roof plate,11986,5,/15564/15565/16808/17352/17416/17417/,1639888136,8390
76,r6B,,4A93CC,5,FALSE,734881840,17,1959,3,17318,r6 basal plate,,,12,17290,r6 basal plate,11859,5,/15564/15565/16808/17220/17290/17318/,2061761350,8390
78,r8F,,379886,5,FALSE,734881840,17,2158,3,17475,r8 floor plate,,,12,17416,r8 floor plate,12058,5,/15564/15565/16808/17352/17416/17475/,2914863872,8390
80,r8A,,4FD9BF,5,FALSE,734881840,17,2087,3,17418,r8 alar plate,,,12,17416,r8 alar plate,11987,5,/15564/15565/16808/17352/17416/17418/,313596361,8390
81,r4R,,BA90FF,5,FALSE,734881840,17,1742,3,17157,r4 roof plate,,,12,17156,r4 roof plate,11642,5,/15564/15565/16808/17092/17156/17157/,1689581705,8390
85,p2A,,FFED64,6,FALSE,734881840,17,853,3,16382,alar plate of p2 (alar thalamus),,,12,16376,alar plate of p2 (alar thalamus),10753,5,/15564/15565/15566/16308/16375/16376/16382/,2090378548,8390
86,p3A,,FFF4A4,6,FALSE,734881840,17,780,3,16313,alar plate of p3 (alar prethalamus),,,12,16310,alar plate of p3 (alar prethalamus),10680,5,/15564/15565/15566/16308/16309/16310/16313/,599141115,8390
87,r3A,,9442FF,5,FALSE,734881840,17,1658,3,17095,r3 alar plate,,,12,17093,r3 alar plate,11558,5,/15564/15565/16808/17092/17093/17095/,1663286727,8390
93,PHyB,,B25B46,6,FALSE,734881840,17,712,3,16247,basal peduncular hypothalamus,,,12,16211,basal peduncular hypothalamus,10612,5,/15564/15565/15566/15567/15738/16211/16247/,3860644493,8390
94,m1R,,89D889,5,FALSE,734881840,17,1135,3,16652,roof plate of m1,,,12,16651,roof plate of m1,11035,5,/15564/15565/16649/16650/16651/16652/,4203970418,8390
95,r3B,,7635CC,5,FALSE,734881840,17,1697,3,17123,r3 basal plate,,,12,17093,r3 basal plate,11597,5,/15564/15565/16808/17092/17093/17123/,1741441109,8390
97,THyF,,6D4226,6,FALSE,734881840,17,174,3,15736,floor of terminal hypothalamus,,,12,15622,floor of terminal hypothalamus,10074,5,/15564/15565/15566/15567/15568/15622/15736/,576848018,8390
98,p2F,,B3A646,6,FALSE,734881840,17,977,3,16502,floor plate of p2,,,12,16486,floor plate of p2,10877,5,/15564/15565/15566/16308/16375/16486/16502/,3748142147,8390
99,THyB,,86522E,6,FALSE,734881840,17,104,3,15666,basal part of terminal hypothalamus,,,12,15622,basal part of terminal hypothalamus,10004,5,/15564/15565/15566/15567/15568/15622/15666/,1716152446,8390
103,p2B,,CCBE50,6,FALSE,734881840,17,962,3,16487,basal plate of p2,,,12,16486,basal plate of p2,10862,5,/15564/15565/15566/16308/16375/16486/16487/,566734996,8390
107,r7F,,0D9882,5,FALSE,734881840,17,2079,3,17415,r7 floor plate,,,12,17353,r7 floor plate,11979,5,/15564/15565/16808/17352/17353/17415/,2328731189,8390
108,r11R,,CFE9DA,5,FALSE,734881840,17,2323,3,17597,r11 roof plate,,,12,17596,r11 roof plate,12223,5,/15564/15565/16808/17352/17596/17597/,698235473,8390
109,r1A,,EE5DFF,5,FALSE,734881840,17,1435,3,16919,r1 alar plate,,,12,16915,r1 alar plate,11335,5,/15564/15565/16808/16809/16915/16919/,2400723800,8390
110,r5B,,2C86CC,5,FALSE,734881840,17,1869,3,17250,r5 basal plate,,,12,17221,r5 basal plate,11769,5,/15564/15565/16808/17220/17221/17250/,3341391752,8390
115,p3B,,CCC383,6,FALSE,734881840,17,821,3,16353,basal plate of p3,,,12,16352,basal plate of p3,10721,5,/15564/15565/15566/16308/16309/16352/16353/,1455456258,8390
116,r2A,,EE80FF,5,FALSE,734881840,17,1565,3,17025,r2 alar plate,,,12,17023,r2 alar plate,11465,5,/15564/15565/16808/16809/17023/17025/,4169593256,8390
117,r11A,,BFD9BF,5,FALSE,734881840,17,2324,3,17598,r11 alar plate,,,12,17596,r11 alar plate,12224,5,/15564/15565/16808/17352/17596/17598/,1519490704,8390
120,r11B,,89AE99,5,FALSE,734881840,17,2357,3,17620,r11 basal plate,,,12,17596,r11 basal plate,12257,5,/15564/15565/16808/17352/17596/17620/,2465873449,8390
121,isR,,F38BFF,5,FALSE,734881840,17,1311,3,16811,isthmic roof plate,,,12,16810,isthmic roof plate,11211,5,/15564/15565/16808/16809/16810/16811/,2195134334,8390
125,r7A,,12D9B9,5,FALSE,734881840,17,2003,3,17355,r7 alar plate,,,12,17353,r7 alar plate,11903,5,/15564/15565/16808/17352/17353/17355/,1613072056,8390
126,r2R,,F3A4FF,5,FALSE,734881840,17,1564,3,17024,r2 roof plate,,,12,17023,r2 roof plate,11464,5,/15564/15565/16808/16809/17023/17024/,2341035369,8390
127,r6F,,4181B3,5,FALSE,734881840,17,1994,3,17351,r6 floor plate,,,12,17290,r6 floor plate,11894,5,/15564/15565/16808/17220/17290/17351/,1465599920,8390
135,r11F,,789886,5,FALSE,734881840,17,2391,3,17650,r11 floor plate,,,12,17596,r11 floor plate,12291,5,/15564/15565/16808/17352/17596/17650/,3208807135,8390
138,PHyA,,DF7257,6,FALSE,734881840,17,677,3,16212,alar part of peduncular hypothalamus,,,12,16211,alar part of peduncular hypothalamus,10577,5,/15564/15565/15566/15567/15738/16211/16212/,4011149959,8390
142,r2F,,A75AB3,5,FALSE,734881840,17,1649,3,17091,r2 floor plate,,,12,17023,r2 floor plate,11549,5,/15564/15565/16808/16809/17023/17091/,2548182310,8390
143,r5A,,37A7FF,5,FALSE,734881840,17,1828,3,17223,r5 alar plate,,,12,17221,r5 alar plate,11728,5,/15564/15565/16808/17220/17221/17223/,2350782503,8390
144,r5R,,70C0FF,5,FALSE,734881840,17,1827,3,17222,r5 roof plate,,,12,17221,r5 roof plate,11727,5,/15564/15565/16808/17220/17221/17222/,4279350502,8390
148,r8B,,3FAE99,5,FALSE,734881840,17,2118,3,17437,r8 basal plate,,,12,17416,r8 basal plate,12018,5,/15564/15565/16808/17352/17416/17437/,2147874806,8390
150,r10A,,91D9BF,5,FALSE,734881840,17,2247,3,17540,r10 alar plate,,,12,17538,r10 alar plate,12147,5,/15564/15565/16808/17352/17538/17540/,3241466623,8390
152,TelA,,ED985C,6,FALSE,734881840,17,188,3,15750,alar plate of evaginated telencephalic vesicle,,,12,15739,alar plate of evaginated telencephalic vesicle,10088,5,/15564/15565/15566/15567/15738/15739/15750/,4047155909,8390
153,m1F,,378A37,5,FALSE,734881840,17,1231,3,16742,floor plate of m1,,,12,16725,floor plate of m1,11131,5,/15564/15565/16649/16650/16725/16742/,3104645605,8390
154,r1F,,A741B3,5,FALSE,734881840,17,1555,3,17022,r1 floor plate,,,12,16915,r1 floor plate,11455,5,/15564/15565/16808/16809/16915/17022/,707281384,8390
155,PHyF,,AB6553,6,FALSE,734881840,17,771,3,16306,floor of peduncular hypothalamus,,,12,16211,floor of peduncular hypothalamus,10671,5,/15564/15565/15566/15567/15738/16211/16306/,3628997520,8390
158,m1A,,17B317,5,FALSE,734881840,17,1144,3,16658,alar plate of m1,,,12,16651,alar plate of m1,11044,5,/15564/15565/16649/16650/16651/16658/,2602829483,8390
160,r2B,,CA6DD9,5,FALSE,734881840,17,1607,3,17053,r2 basal plate,,,12,17023,r2 basal plate,11507,5,/15564/15565/16808/16809/17023/17053/,3126497744,8390
162,TelR,,FAB17C,6,FALSE,734881840,17,178,3,15740,roof plate of evaginated telencephalic vesicle,,,12,15739,roof plate of evaginated telencephalic vesicle,10078,5,/15564/15565/15566/15567/15738/15739/15740/,3289461591,8390
