,acronym,atlas_id,color_hex_triplet,depth,failed,failed_facet,graph_id,graph_order,hemisphere_id,id,name,neuro_name_structure_id,neuro_name_structure_id_path,ontology_id,parent_structure_id,safe_name,sphinx_id,st_level,structure_id_path,structure_name_facet,weight
17,VDB,,FBB13B,12,False,734881840,17,203,3,15763,vertical nucleus of the diagonal band,,,12,15762,vertical nucleus of the diagonal band,10103,11,/15564/15565/15566/15567/15738/15739/15750/15751/15752/15753/15755/15762/15763/,2428637324,8390
18,r4BIRt,,8E59E6,9,False,734881840,17,1804,3,17204,r4 part of basointermediate reticular formation,,,12,17203,r4 part of basointermediate reticular formation,11704,11,/15564/15565/16808/17092/17156/17182/17196/17198/17203/17204/,4085338479,8390
19,r2VLL,,D673E6,9,False,734881840,17,1619,3,17064,r2 part of ventral lateral lemniscal nucleus,,,12,17063,r2 part of ventral lateral lemniscal nucleus,11519,11,/15564/15565/16808/16809/17023/17053/17054/17056/17063/17064/,2211275845,8390
20,BMP,,DE5548,12,False,734881840,17,395,3,15948,"basomedial amygdaloid nucleus, posterior part",,,12,15946,basomedial amygdaloid nucleus posterior part,10295,11,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15940/15942/15946/15948/,3170867157,8390
21,P-DMHp,,C9674E,10,False,734881840,17,728,3,16263,periventricular domain associated to P-DMH,,,12,16262,periventricular domain associated to P-DMH,10628,11,/15564/15565/15566/15567/15738/16211/16247/16259/16261/16262/16263/,3844221304,8390
22,RLi,,45AC47,8,False,734881840,17,1220,3,16748,rostral linear nucleus,,,12,16732,rostral linear nucleus,11120,11,/15564/15565/16649/16650/16725/16726/16728/16732/16748/,2969778900,8390
23,IA,,EAB442,12,False,734881840,17,321,3,15876,intercalated amygdaloid nuclei,,,12,15873,intercalated amygdaloid nuclei,10221,11,/15564/15565/15566/15567/15738/15739/15750/15751/15867/15868/15870/15873/15876/,1670798829,8390
24,r10LimCG,,A6E0CB,9,False,734881840,17,2276,3,112892417,r10 liminar central gray,,,12,111220906,r10 liminar central gray,12176,11,/15564/15565/16808/17352/17538/17540/17556/17558/111220906/112892417/,599708729,8390
25,r9-10M,,96E2CE,9,False,734881840,17,2194,3,17498,r9 portion of vagal motor nucleus (postmigratory),,,12,111220880,r9 portion of vagal motor nucleus (postmigratory),12094,11,/15564/15565/16808/17352/17476/17478/17494/17496/111220880/17498/,786793124,8390
26,LHbM,,FFF189,11,False,734881840,17,862,3,16391,medial part of the lateral habenular nucleus,,,12,16390,medial part of the lateral habenular nucleus,10762,11,/15564/15565/15566/16308/16375/16376/16382/16383/16384/16386/16390/16391/,1164644847,8390
27,LSS,,EA9E4E,12,False,734881840,17,305,3,15860,laterostriatal stripe,,,12,15856,laterostriatal stripe,10205,11,/15564/15565/15566/15567/15738/15739/15750/15751/15818/15851/15853/15856/15860/,963310063,8390
28,IPR,,D654E6,9,False,734881840,17,1547,3,17014,rostral interpeduncular nucleus,,,12,17013,rostral interpeduncular nucleus,11447,11,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17014/,1881357289,8390
29,VStr,,EA9E4E,12,False,734881840,17,303,3,15858,ventral striatum,,,12,15856,ventral striatum,10203,11,/15564/15565/15566/15567/15738/15739/15750/15751/15818/15851/15853/15856/15858/,1709608372,8390
30,p2LimRt,,FFF189,11,False,734881840,17,957,3,16482,reticular formation of p2Lim,,,12,16481,reticular formation of p2Lim,10857,11,/15564/15565/15566/16308/16375/16376/16382/16466/16476/16478/16481/16482/,2946225346,8390
31,r7BLRt,,10C3A7,9,False,734881840,17,2051,3,17387,r7 part of basolateral reticular formation,,,12,17386,r7 part of basolateral reticular formation,11951,11,/15564/15565/16808/17352/17353/17380/17381/17383/17386/17387/,1254031084,8390
32,VMH,,975C34,10,False,734881840,17,113,3,15675,ventromedial hypothalamic nucleus,,,12,15673,ventromedial hypothalamic nucleus,10013,11,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15673/15675/,2052365686,8390
33,SM,,FFF7BD,11,False,734881840,17,787,3,16320,nucleus of the stria medullaris (prethalamic),,,12,16319,nucleus of the stria medullaris (prethalamic),10687,11,/15564/15565/15566/16308/16309/16310/16313/16314/16315/16317/16319/16320/,4077873691,8390
34,r11-RO,,9AC3AC,9,False,734881840,17,2384,3,17644,r11 part of nucleus raphe obscurus,,,12,17643,r11 part of nucleus raphe obscurus,12284,11,/15564/15565/16808/17352/17596/17620/17638/17640/17643/17644/,1029109521,8390
35,VMHp,,975C34,10,False,734881840,17,110,3,15672,periventricular domain associated to VMH,,,12,15670,periventricular domain associated to VMH,10010,11,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15670/15672/,4161266056,8390
36,r2BLRt,,D673E6,9,False,734881840,17,1617,3,17062,r2 part of basolateral reticular formation,,,12,17058,r2 part of basolateral reticular formation,11517,11,/15564/15565/16808/16809/17023/17053/17054/17056/17058/17062/,3021283403,8390
37,DTMi,,C9674E,10,False,734881840,17,746,3,16281,"dorsal tuberomammillary nucleus, intermediate part (histaminergic)",,,12,16280,dorsal tuberomammillary nucleus intermediate part (histaminergic),10646,11,/15564/15565/15566/15567/15738/16211/16247/16274/16277/16280/16281/,2645822430,8390
38,IPRM,,C9674E,10,False,734881840,17,756,3,16291,intermediate periretromammillary nucleus,,,12,16290,intermediate periretromammillary nucleus,10656,11,/15564/15565/15566/15567/15738/16211/16247/16285/16287/16290/16291/,3449101765,8390
39,LPrP3,,F37441,12,False,734881840,17,435,3,15988,layer 3 of LPrP cortex,,,12,15985,layer 3 of LPrP cortex,10335,11,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15979/15981/15985/15988/,803563381,8390
40,r6SpVe,,7CC6FF,9,False,734881840,17,1938,3,17301,r6 part of spinal vestibular nucleus,,,12,111220788,r6 part of spinal vestibular nucleus,11838,11,/15564/15565/16808/17220/17290/17292/17298/17300/111220788/17301/,1927880595,8390
41,3EW,,45AC47,8,False,734881840,17,1221,3,16733,"oculomotor nucleus, Edinger-Westphal subnucleus",,,12,16732,oculomotor nucleus Edinger-Westphal subnucleus,11121,11,/15564/15565/16649/16650/16725/16726/16728/16732/16733/,2466248061,8390
42,isBIRt,,D332E6,10,False,734881840,17,1406,3,16894,basointermediate isthmic reticular formation,,,12,16893,basointermediate isthmic reticular formation,11306,11,/15564/15565/16808/16809/16810/16876/16877/16887/16889/16893/16894/,3349768896,8390
43,RSC-6,,F32F4F,10,False,734881840,17,551,3,16099,layer 6 of RSC,,,12,16093,layer 6 of RSC,10451,11,/15564/15565/15566/15567/15738/15739/15750/15903/16001/16093/16099/,2656904536,8390
44,r5BLIZ,,3296E6,9,False,734881840,17,1876,3,17255,r5 part of basolateral intermediate zone,,,12,17254,r5 part of basolateral intermediate zone,11776,11,/15564/15565/16808/17220/17221/17250/17251/17253/17254/17255/,1121407694,8390
45,ICjPal,,EA9E4E,12,False,734881840,17,295,3,15850,pallidal islands of Calleja,,,12,15845,pallidal islands of Calleja,10195,11,/15564/15565/15566/15567/15738/15739/15750/15751/15818/15834/15836/15845/15850/,2048351725,8390
46,CM,,FFF189,11,False,734881840,17,875,3,16402,centromedian nucleus,,,12,16399,centromedian nucleus,10775,11,/15564/15565/15566/16308/16375/16376/16382/16395/16396/16398/16399/16402/,4241254004,8390
47,r8Amb,,79E2CE,9,False,734881840,17,2117,3,17436,r8 portion of ambiguous motor nucleus,,,12,111220858,r8 portion of ambiguous motor nucleus,12017,11,/15564/15565/16808/17352/17416/17418/17431/17433/111220858/17436/,2854509075,8390
48,r2AVC,,F29EFF,9,False,734881840,17,1575,3,17030,r2 part of anteroventral cochlear nucleus,,,12,111220654,r2 part of anteroventral cochlear nucleus,11475,11,/15564/15565/16808/16809/17023/17025/17026/17028/111220654/17030/,670164347,8390
49,m1PaR,,45AC47,8,False,734881840,17,1224,3,16736,"pararubral nucleus, m1 part",,,12,16732,pararubral nucleus m1 part,11124,11,/15564/15565/16649/16650/16725/16726/16728/16732/16736/,2698669094,8390
50,CIC,,4EC54E,10,False,734881840,17,1184,3,16698,central nucleus of the inferior colliculus,,,12,16697,central nucleus of the inferior colliculus,11084,11,/15564/15565/16649/16650/16651/16658/16668/16692/16694/16697/16698/,3612529760,8390
51,OF,,B0754D,10,False,734881840,17,90,3,15652,optic fiber layer,,,12,15648,optic fiber layer,9990,11,/15564/15565/15566/15567/15568/15622/15623/15636/15638/15648/15652/,2279793342,8390
52,r4VLL,,8E59E6,9,False,734881840,17,1793,3,17193,r4 part of ventral lateral lemniscal nucleus,,,12,17192,r4 part of ventral lateral lemniscal nucleus,11693,11,/15564/15565/16808/17092/17156/17182/17183/17185/17192/17193/,3402912798,8390
53,r5A5,,5DB8FF,9,False,734881840,17,1867,3,17247,r5 part of A5 noradrenergic cell group,,,12,111220768,r5 part of A5 noradrenergic cell group,11767,11,/15564/15565/16808/17220/17221/17223/17242/17244/111220768/17247/,96341827,8390
54,ER-4,,F32F4F,12,False,734881840,17,563,3,16111,layer 4 of ERCx,,,12,16107,layer 4 of ERCx,10463,11,/15564/15565/15566/15567/15738/15739/15750/15903/16001/16102/16104/16107/16111/,185122807,8390
55,IPPr,,D332E6,10,False,734881840,17,1421,3,16909,"interpeduncular nucleus, prodromal part",,,12,16907,interpeduncular nucleus prodromal part,11321,11,/15564/15565/16808/16809/16810/16876/16877/16897/16899/16907/16909/,512479517,8390
56,r9GiV,,69C3AC,9,False,734881840,17,2235,3,17533,r9 part of ventral gigangocellular reticular area,,,12,17529,r9 part of ventral gigangocellular reticular area,12135,11,/15564/15565/16808/17352/17476/17500/17523/17525/17529/17533/,3485464829,8390
57,CbHCx,,F284FF,9,False,734881840,17,1457,3,16939,cortex of cerebellar hemisphere,,,12,16938,cortex of cerebellar hemisphere,11357,11,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/,1123616052,8390
58,r5BLRt,,3296E6,9,False,734881840,17,1879,3,17257,r5 part of basolateral reticular formation,,,12,17256,r5 part of basolateral reticular formation,11779,11,/15564/15565/16808/17220/17221/17250/17251/17253/17256/17257/,1105254895,8390
59,r10Sp5C,,A6E0CB,9,False,734881840,17,2268,3,17550,"r10 part of spinal trigeminal nucleus, caudal part",,,12,111220904,r10 part of spinal trigeminal nucleus caudal part,12168,11,/15564/15565/16808/17352/17538/17540/17547/17549/111220904/17550/,4109055344,8390
60,m1Lim-PAG,,4EC54E,10,False,734881840,17,1208,3,16721,m1Lim (VL) part of the periaqueductal gray,,,12,16720,m1Lim (VL) part of the periaqueductal gray,11108,11,/15564/15565/16649/16650/16651/16658/16716/16717/16719/16720/16721/,4243037727,8390
61,r5RM,,3296E6,9,False,734881840,17,1906,3,17284,"nucleus raphe magnus, r5 part",,,12,17280,nucleus raphe magnus r5 part,11806,11,/15564/15565/16808/17220/17221/17250/17275/17277/17280/17284/,797582532,8390
62,r1SuVe,,F284FF,9,False,734881840,17,1474,3,16953,r1 part of superior vestibular nucleus,,,12,111220626,r1 part of superior vestibular nucleus,11374,11,/15564/15565/16808/16809/16915/16919/16950/16952/111220626/16953/,2328081833,8390
63,r2LPL,,D673E6,9,False,734881840,17,1621,3,17061,r2 part of lateral paralemniscal nucleus,,,12,17063,r2 part of lateral paralemniscal nucleus,11521,11,/15564/15565/16808/16809/17023/17053/17054/17056/17063/17061/,1247262028,8390
64,Dth,,EBE3D5,7,False,734881840,17,2410,3,17662,dorsal (thoracic) nucleus of Clarke,,,12,17659,dorsal (thoracic) nucleus of Clarke,12310,11,/15564/15565/17651/17653/17654/17656/17659/17662/,3703708282,8390
65,LSID,,FBB13B,12,False,734881840,17,222,3,15782,"lateral septal nucleus, intermedio-dorsal part",,,12,15781,lateral septal nucleus intermedio-dorsal part,10122,11,/15564/15565/15566/15567/15738/15739/15750/15751/15752/15774/15776/15781/15782/,265005862,8390
66,AIPl,,F37441,12,False,734881840,17,409,3,15962,"AOB, internal plexiform layer",,,12,15960,AOB internal plexiform layer,10309,11,/15564/15565/15566/15567/15738/15739/15750/15903/15956/15957/15959/15960/15962/,3232780722,8390
67,DGMol,,FF5974,12,False,734881840,17,580,3,16123,molecular layer of the DG,,,12,16121,molecular layer of the DG,10480,11,/15564/15565/15566/15567/15738/15739/15750/15903/16114/16115/16117/16121/16123/,620243290,8390
68,r8Pr,,47C3AC,9,False,734881840,17,2147,3,17464,r8 part of nucleus prepositus,,,12,17463,r8 part of nucleus prepositus,12047,11,/15564/15565/16808/17352/17416/17437/17460/17462/17463/17464/,4236512093,8390
69,4SpL,,EBE3D5,7,False,734881840,17,2421,3,17673,Rexed's layer 4 (main or lateral part),,,12,17671,Rexed's layer 4 (main or lateral part),12321,11,/15564/15565/17651/17653/17666/17669/17671/17673/,1641094480,8390
70,LTL,,F4E35F,11,False,734881840,17,1082,3,16601,"lateral terminal nucleus of the accessory optic tract, lateral part",,,12,16600,lateral terminal nucleus of the accessory optic tract lateral part,10982,11,/15564/15565/15566/16308/16509/16510/16519/16578/16591/16593/16600/16601/,405403726,8390
71,OC-2,,F32F4F,12,False,734881840,17,489,3,16037,layer 2 of OCx,,,12,16035,layer 2 of OCx,10389,11,/15564/15565/15566/15567/15738/15739/15750/15903/16001/16030/16032/16035/16037/,4112572660,8390
72,r2LimCG,,F29EFF,9,False,734881840,17,1597,3,17050,r2 liminal central gray,,,12,111220668,r2 liminal central gray,11497,11,/15564/15565/16808/16809/17023/17025/17042/17044/111220668/17050/,2094206401,8390
73,p3VTA,,8D885B,9,False,734881840,17,843,3,16374,p3 portion of the ventral tegmental area,,,12,16373,p3 portion of the ventral tegmental area,10743,11,/15564/15565/15566/16308/16309/16352/16368/16370/16373/16374/,745428730,8390
74,IGL,,FFF189,11,False,734881840,17,950,3,16475,intergeniculate leaflet,,,12,16474,intergeniculate leaflet,10850,11,/15564/15565/15566/16308/16375/16376/16382/16466/16467/16469/16474/16475/,2728207525,8390
75,p2PP,,FFF189,11,False,734881840,17,959,3,16484,p2 portion of the peripeduncular nucleus,,,12,16483,p2 portion of the peripeduncular nucleus,10859,11,/15564/15565/15566/16308/16375/16376/16382/16466/16476/16478/16483/16484/,2270872874,8390
76,PoT,,FFF189,11,False,734881840,17,922,3,16449,posterior triangular nucleus,,,12,16443,posterior triangular nucleus,10822,11,/15564/15565/15566/16308/16375/16376/16382/16395/16437/16439/16443/16449/,313613908,8390
77,m1VPaC,,4EC54E,9,False,734881840,17,1151,3,16665,"ventral paracommissural tectal nucleus, m1 part",,,12,16664,ventral paracommissural tectal nucleus m1 part,11051,11,/15564/15565/16649/16650/16651/16658/16659/16661/16664/16665/,3401328512,8390
78,MCPC,,F4E35F,11,False,734881840,17,1090,3,16609,magnocellular interstitial nucleus of the posterior commissure,,,12,16607,magnocellular interstitial nucleus of the posterior commissure,10990,11,/15564/15565/15566/16308/16509/16510/16519/16578/16602/16604/16607/16609/,2828663431,8390
79,r4MVePC,,AC79FF,9,False,734881840,17,1758,3,17169,r4 part of parvocellular medial vestibular nucleus,,,12,111220720,r4 part of parvocellular medial vestibular nucleus,11658,11,/15564/15565/16808/17092/17156/17158/17164/17166/111220720/17169/,1694398724,8390
80,r7PPy,,10C3A7,9,False,734881840,17,2078,3,17414,r7 part of parapyramidal nucleus,,,12,17412,r7 part of parapyramidal nucleus,11978,11,/15564/15565/16808/17352/17353/17380/17400/17402/17412/17414/,3020519697,8390
81,PyS,,FF5974,12,False,734881840,17,625,3,16170,pyramidal layer of S,,,12,16169,pyramidal layer of S,10525,11,/15564/15565/15566/15567/15738/15739/15750/15903/16114/16163/16165/16169/16170/,2456993848,8390
82,CnF,,61E361,9,False,734881840,17,1272,3,16777,cuneiform nucleus,,,12,16776,cuneiform nucleus,11172,11,/15564/15565/16649/16751/16752/16754/16771/16773/16776/16777/,973295448,8390
83,r4VPCRt,,AC79FF,9,False,734881840,17,1778,3,17180,r4 part of ventral parvicellular reticular formation,,,12,111220734,r4 part of ventral parvicellular reticular formation,11678,11,/15564/15565/16808/17092/17156/17158/17176/17178/111220734/17180/,2087919007,8390
84,r1PMnR,,D654E6,9,False,734881840,17,1543,3,17010,r1 part of paramedian raphe nucleus,,,12,17004,r1 part of paramedian raphe nucleus,11443,11,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17010/,4139217617,8390
85,r8Ro,,47C3AC,9,False,734881840,17,2149,3,17466,r8 part of nucleus of Roller,,,12,17463,r8 part of nucleus of Roller,12049,11,/15564/15565/16808/17352/17416/17437/17460/17462/17463/17466/,641347085,8390
86,r8DPCRt,,79E2CE,9,False,734881840,17,2105,3,17430,r8 part of dorsal parvicellular reticular formation,,,12,111220850,r8 part of dorsal parvicellular reticular formation,12005,11,/15564/15565/16808/17352/17416/17418/17424/17426/111220850/17430/,2156108630,8390
87,FC-1,,F32F4F,12,False,734881840,17,460,3,16008,layer 1 of FCx,,,12,16007,layer 1 of FCx,10360,11,/15564/15565/15566/15567/15738/15739/15750/15903/16001/16002/16004/16007/16008/,1954471064,8390
88,VPrP2,,C43C30,12,False,734881840,17,385,3,15938,layer 2 of VPrP cortex,,,12,15936,layer 2 of VPrP cortex,10285,11,/15564/15565/15566/15567/15738/15739/15750/15903/15904/15928/15930/15936/15938/,3453250219,8390
89,isDRW,,D332E6,9,False,734881840,17,1394,3,112892315,lateral wings of the dorsal raphe nucleus,,,12,16880,lateral wings of the dorsal raphe nucleus,11294,11,/15564/15565/16808/16809/16810/16876/16877/16879/16880/112892315/,3278080091,8390
90,RMTg,,D673E6,9,False,734881840,17,1648,3,17090,rostromedial tegmental nucleus,,,12,17089,rostromedial tegmental nucleus,11548,11,/15564/15565/16808/16809/17023/17053/17079/17081/17089/17090/,4215258187,8390
91,r3DPCRt,,A35DFF,9,False,734881840,17,1684,3,17112,r3 part of dorsal parvicellular reticular formation,,,12,111220696,r3 part of dorsal parvicellular reticular formation,11584,11,/15564/15565/16808/17092/17093/17095/17107/17109/111220696/17112/,755985674,8390
92,PaS-6,,FF5974,12,False,734881840,17,652,3,16197,layer 6 of PaS,,,12,16191,layer 6 of PaS,10552,11,/15564/15565/15566/15567/15738/15739/15750/15903/16114/16186/16188/16191/16197/,1830728995,8390
93,MnPOC,,C86A39,9,False,734881840,17,11,3,15575,"median preoptic nucleus, commissural part",,,12,15574,median preoptic nucleus commissural part,9911,11,/15564/15565/15566/15567/15568/15569/15570/15571/15574/15575/,1682283635,8390
94,r1BLRt,,D654E6,9,False,734881840,17,1509,3,16978,r1 part of basolateral reticular formation,,,12,16975,r1 part of basolateral reticular formation,11409,11,/15564/15565/16808/16809/16915/16967/16968/16970/16975/16978/,1465685993,8390
95,InC,,E6CE20,9,False,734881840,17,1114,3,16620,interstitial nucleus of Cajal (post-migratory),,,12,16631,interstitial nucleus of Cajal (post-migratory),11014,11,/15564/15565/15566/16308/16509/16623/16624/16626/16631/16620/,234031973,8390
96,IB,,EBE3D5,7,False,734881840,17,2409,3,17661,internal basilar (cervical) nucleus,,,12,17659,internal basilar (cervical) nucleus,12309,11,/15564/15565/17651/17653/17654/17656/17659/17661/,3112077874,8390
97,SagD,,61E361,9,False,734881840,17,1263,3,16768,"nucleus sagulum, deep part",,,12,16767,nucleus sagulum deep part,11163,11,/15564/15565/16649/16751/16752/16754/16762/16764/16767/16768/,3117462672,8390
98,IPA,,D654E6,9,False,734881840,17,1538,3,17005,apical interpeduncular nucleus,,,12,17004,apical interpeduncular nucleus,11438,11,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17005/,3613224677,8390
99,CC-2,,F32F4F,12,False,734881840,17,531,3,16079,layer 2 of CCx,,,12,16077,layer 2 of CCx,10431,11,/15564/15565/15566/15567/15738/15739/15750/15903/16001/16072/16074/16077/16079/,4231666064,8390
100,SubBC,,4EC54E,9,False,734881840,17,1202,3,16715,"subbrachial nucleus, caudal part",,,12,16713,subbrachial nucleus caudal part,11102,11,/15564/15565/16649/16650/16651/16658/16703/16705/16713/16715/,3939041330,8390
101,r2-5M,,F29EFF,9,False,734881840,17,1601,3,17045,r2 part of the trigeminal motor nucleus,,,12,111220672,r2 part of the trigeminal motor nucleus,11501,11,/15564/15565/16808/16809/17023/17025/17042/17044/111220672/17045/,3756316381,8390
102,VLPeO,,3296E6,9,False,734881840,17,1887,3,17265,ventrolateral periolivary nucleus,,,12,17258,ventrolateral periolivary nucleus,11787,11,/15564/15565/16808/17220/17221/17250/17251/17253/17258/17265/,1756546003,8390
103,r10ECu,,A6E0CB,9,False,734881840,17,2258,3,17546,r10 part of external cuneate nucleus,,,12,111220898,r10 part of external cuneate nucleus,12158,11,/15564/15565/16808/17352/17538/17540/17541/17543/111220898/17546/,253145962,8390
104,r2MPL,,D673E6,9,False,734881840,17,1620,3,17060,r2 part of medial paralemniscal nucleus,,,12,17063,r2 part of medial paralemniscal nucleus,11520,11,/15564/15565/16808/16809/17023/17053/17054/17056/17063/17060/,3811161084,8390
105,PPa,,E4866F,10,False,734881840,17,682,3,16217,"paraventricular nucleus, peduncular or principal part",,,12,16216,paraventricular nucleus peduncular or principal part,10582,11,/15564/15565/15566/15567/15738/16211/16212/16213/16215/16216/16217/,874080230,8390
106,MnIPC,,9B3CA6,8,False,734881840,17,1562,3,124372448,median part of IPC,,,12,112892331,median part of IPC,11462,11,/15564/15565/16808/16809/16915/17022/112892325/112892331/124372448/,1288214724,8390
107,r6BMRt,,54A6E6,9,False,734881840,17,1987,3,17344,r6 part of basomedial reticular formation,,,12,17343,r6 part of basomedial reticular formation,11887,11,/15564/15565/16808/17220/17290/17318/17338/17340/17343/17344/,3914330528,8390
108,DMPAi,,B46632,11,False,734881840,17,33,3,15595,"dorsomedial preoptic area, intermediate part",,,12,15593,dorsomedial preoptic area intermediate part,9933,11,/15564/15565/15566/15567/15568/15569/15576/15577/15587/15589/15593/15595/,332360792,8390
109,r1MnR,,D654E6,9,False,734881840,17,1544,3,17011,r1 part of median raphe nucleus,,,12,17004,r1 part of median raphe nucleus,11444,11,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17011/,715012738,8390
110,r8PGi,,47C3AC,9,False,734881840,17,2142,3,17459,r8 part of the paragigantocellular nucleus,,,12,17457,r8 part of the paragigantocellular nucleus,12042,11,/15564/15565/16808/17352/17416/17437/17449/17451/17457/17459/,2292237734,8390
111,LSV,,FBB13B,12,False,734881840,17,197,3,15757,"lateral septal nucleus, ventral part",,,12,15756,lateral septal nucleus ventral part,10097,11,/15564/15565/15566/15567/15738/15739/15750/15751/15752/15753/15755/15756/15757/,4245426350,8390
112,r5MVePC,,5DB8FF,9,False,734881840,17,1843,3,17234,r5 part of parvocellular medial vestibular nucleus,,,12,111220752,r5 part of parvocellular medial vestibular nucleus,11743,11,/15564/15565/16808/17220/17221/17223/17229/17231/111220752/17234/,3953546775,8390
113,CeM,,EAB442,12,False,734881840,17,329,3,15884,"central amygdaloid nucleus, medial part",,,12,15883,central amygdaloid nucleus medial part,10229,11,/15564/15565/15566/15567/15738/15739/15750/15751/15867/15878/15880/15883/15884/,3164022917,8390
114,EPV,,E4866F,10,False,734881840,17,710,3,16245,ventral entopeduncular nucleus,,,12,16244,ventral entopeduncular nucleus,10610,11,/15564/15565/15566/15567/15738/16211/16212/16233/16235/16244/16245/,2857659914,8390
115,r9Gr,,96E2CE,9,False,734881840,17,2188,3,17491,r9 part of nucleus gracilis,,,12,111220878,r9 part of nucleus gracilis,12088,11,/15564/15565/16808/17352/17476/17478/17485/17487/111220878/17491/,3213918892,8390
